ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET NUMBER,ADDRESS STREET SUFFIX,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",CURRENT ACTIVITY,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS BUILDING OPEN OR BOARDED?,IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS THE BUILDING VACANT DUE TO FIRE?,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,SSA,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,address,community_area,complete_date,create_date,lat,loc,long,police_district,sanitation_violation,srn,status,type_service,ward,x_coord,y_coord,zip,community,time_to_complete,FIPS
,,,,,,,,,,,,,,,,,5527 N BERNARD ST,13.0,2017-03-16,2017-03-16,41.98167097076493,"(41.98167097076492, -87.7149157538848)",-87.7149157538848,17.0,Garbage in alley,17-01432154,Completed,Sanitation Code Violation,39.0,1152392.35941509,1936517.79581305,60625.0,NORTH PARK,0.0,170318318005
,,,,,,,,,,,,,,,,,5538 N SPAULDING AVE,13.0,2017-03-28,2017-03-23,41.98192186417428,"(41.98192186417428, -87.71126993508898)",-87.71126993508898,17.0,Garbage in yard,17-01609476,Completed,Sanitation Code Violation,39.0,1153382.96600038,1936616.40061436,60625.0,NORTH PARK,5.0,170318318005
,,,,,,,,,,,,,,,,,5941 N CENTRAL PARK AVE,13.0,2017-03-27,2017-03-24,41.989168692157655,"(41.98916869215766, -87.71883233929572)",-87.71883233929572,17.0,Dog feces in yard,17-01631880,Completed,Sanitation Code Violation,39.0,1151307.86670365,1939242.33991945,60659.0,NORTH PARK,3.0,170311303002
,,,,,,,,,,,,,,,,,5750 N KIMBALL AVE,13.0,2017-03-28,2017-03-28,41.9848237798077,"(41.984823779807705, -87.71381072162725)",-87.71381072162725,17.0,Garbage in yard,17-01735492,Completed,Sanitation Code Violation,39.0,1152684.49927983,1937668.86647003,60659.0,NORTH PARK,0.0,170311303004
,,,,,,,,,,,,,,,,,5644 N KIMBALL AVE,13.0,2017-03-29,2017-03-28,41.98381512442414,"(41.98381512442414, -87.7137724760808)",-87.7137724760808,17.0,Garbage in yard,17-01735491,Completed,Sanitation Code Violation,39.0,1152697.55623439,1937301.38251531,60659.0,NORTH PARK,1.0,170311303004
,,,,,,,,,,,,,,,,,5641 N KIMBALL AVE,13.0,2017-03-29,2017-03-28,41.98375995501733,"(41.983759955017334, -87.71377043632442)",-87.71377043632442,17.0,Garbage in yard,17-01735493,Completed,Sanitation Code Violation,39.0,1152698.25623439,1937281.28251531,60659.0,NORTH PARK,1.0,170311303004
,,,,,,,,,,,,,,,,,5628 N KEYSTONE AVE,13.0,,2017-03-31,41.98324731856884,"(41.98324731856884, -87.72966011603594)",-87.72966011603594,17.0,Construction Site Cleanliness/Fence,17-01835315,Open,Sanitation Code Violation,39.0,1148379.4310255,1937063.62588437,60646.0,NORTH PARK,,170311302001
N,CENTRAL,6308.0,AVE,False,,,Boarded,Vacant,,False,Front,,,,,,,12.0,,2017-03-01,41.99623422824988,"(41.996234228249875, -87.76417922241183)",-87.76417922241183,16.0,,17-01150201,,Vacant/Abandoned Building,39.0,1138962.73353438,1941731.86608752,60646.0,FOREST GLEN,,170311202001
,,,,,,,,,,,,,,,,,6040 N LANDERS AVE,12.0,2017-01-20,2017-01-19,41.99160265863543,"(41.99160265863543, -87.75261765655821)",-87.75261765655821,16.0,Garbage in yard,17-00333648,Completed,Sanitation Code Violation,39.0,1142116.96198187,1940065.19802325,60646.0,FOREST GLEN,1.0,170311202004
,,,,,,,,,,,,,,,,,6504 N LEHIGH AVE,12.0,2017-02-08,2017-02-07,42.00002326490363,"(42.00002326490363, -87.7671549547663)",-87.7671549547663,16.0,Standing water,17-00696100,Completed,Sanitation Code Violation,41.0,1138144.70998777,1943107.24990396,60646.0,FOREST GLEN,1.0,170311201002
,,,,,,,,,,,,,,,,,6648 N PONCHARTRAIN BLVD,12.0,2017-02-08,2017-02-08,42.00137844801005,"(42.00137844801005, -87.76882670298839)",-87.76882670298839,16.0,Standing water,17-00703680,Completed,Sanitation Code Violation,41.0,1137687.04950203,1943598.0861727,60646.0,FOREST GLEN,0.0,170311201002
,,,,,,,,,,,,,,,,,6564 N MINNETONKA AVE,12.0,2017-02-16,2017-02-10,41.999783740314456,"(41.999783740314456, -87.7673099816951)",-87.76730998169509,16.0,Other,17-00749137,Completed,Sanitation Code Violation,41.0,1138103.1484829,1943019.68717962,60646.0,FOREST GLEN,6.0,170311201002
,,,,,,,,,,,,,,,,,6104 N LEGETT AVE,12.0,2017-02-21,2017-02-21,41.99199923181344,"(41.99199923181344, -87.75516355510017)",-87.75516355510017,16.0,Other,17-00984789,Completed,Sanitation Code Violation,39.0,1141423.88389746,1940205.02850016,60646.0,FOREST GLEN,0.0,170311202003
,,,,,,,,,,,,,,,,,4554 W THORNDALE AVE,12.0,2017-02-22,2017-02-21,41.98810961242727,"(41.988109612427266, -87.74235918975472)",-87.7423591897547,17.0,Other,17-00988928,Completed,Sanitation Code Violation,39.0,1144914.50981653,1938811.39141051,60646.0,FOREST GLEN,1.0,170311203004
,,,,,,,,,,,,,,,,,6312 N SPOKANE AVE,12.0,2017-02-22,2017-02-22,41.99559489802115,"(41.99559489802116, -87.76219680235953)",-87.76219680235953,16.0,Garbage in alley,17-01005929,Completed,Sanitation Code Violation,39.0,1139503.16906926,1941502.4786201,60646.0,FOREST GLEN,0.0,170311202002
,,,,,,,,,,,,,,,,,4807 W ROSEMONT AVE,12.0,2017-02-24,2017-02-22,41.99561776571208,"(41.99561776571208, -87.74867907978073)",-87.74867907978073,16.0,Other,17-01007214,Completed,Sanitation Code Violation,39.0,1143177.67480189,1941535.6099753003,60646.0,FOREST GLEN,2.0,170311202004
,,,,,,,,,,,,,,,,,6245 N KIRKWOOD AVE,12.0,2017-03-13,2017-03-11,41.99486324331207,"(41.99486324331207, -87.73986994612729)",-87.7398699461273,17.0,Construction Site Cleanliness/Fence,17-01345259,Completed,Sanitation Code Violation,39.0,1145574.19290976,1941277.13032895,60646.0,FOREST GLEN,2.0,170311203005
,,,,,,,,,,,,,,,,,6262 N CICERO AVE,12.0,2017-03-28,2017-03-27,41.994651169379566,"(41.99465116937956, -87.74833808453981)",-87.74833808453981,16.0,Other,17-01717528,Completed,Sanitation Code Violation,39.0,1143272.77480189,1941184.0099753,60646.0,FOREST GLEN,1.0,170311202004
,,,,,,,,,,,,,,,,,6266 N CICERO AVE,12.0,2017-03-28,2017-03-27,41.99475572397657,"(41.99475572397657, -87.7483382306604)",-87.7483382306604,16.0,Overflowing carts,17-01717563,Completed,Sanitation Code Violation,39.0,1143272.47480189,1941222.1099753003,60646.0,FOREST GLEN,1.0,170311202004
S,RACINE,8527.0,AVE,False,,,Boarded,Vacant,,False,Front,,,,,,,71.0,,2017-01-03,41.73908028595897,"(41.73908028595897, -87.65342771129288)",-87.65342771129288,6.0,,17-00054086,,Vacant/Abandoned Building,21.0,1169810.55289061,1848244.99190207,60620.0,AUBURN GRESHAM,,170317111001
S,EMERALD,8022.0,AVE,False,,,Open,Vacant,,False,Front,,,,,,,71.0,,2017-01-04,41.74843357911536,"(41.748433579115364, -87.6427562193056)",-87.6427562193056,6.0,,17-00068420,,Vacant/Abandoned Building,21.0,1172695.69198638,1851676.4341772,60620.0,AUBURN GRESHAM,,170317109001
S,UNION,7801.0,AVE,False,,,Open,Vacant,,False,Front,,,,,,,71.0,,2017-01-04,41.75245903397721,"(41.75245903397721, -87.64164653602171)",-87.64164653602171,6.0,,17-00068968,,Vacant/Abandoned Building,6.0,1172986.71356718,1853145.70597247,60620.0,AUBURN GRESHAM,,170317101001
S,ELIZABETH,8229.0,ST,False,,REAR,Open,Vacant,,True,Rear,,,,,,,71.0,,2017-01-08,41.744484933972025,"(41.744484933972025, -87.6547909009778)",-87.6547909009778,6.0,,17-00125847,,Vacant/Abandoned Building,21.0,1169422.97897991,1850211.45701593,60620.0,AUBURN GRESHAM,,170317107003
S,EMERALD,7720.0,AVE,False,,,Boarded,Vacant,,False,Front,,,,,,,71.0,,2017-01-18,41.75391615274938,"(41.75391615274938, -87.64290440305835)",-87.64290440305834,6.0,,17-00310682,,Vacant/Abandoned Building,17.0,1172639.22356855,1853673.9102984,60620.0,AUBURN GRESHAM,,170317101001
S,LOOMIS,8018.0,BLVD,True,,,Open,Vacant,,False,Front,,,,,,,71.0,,2017-01-18,41.748275916481795,"(41.7482759164818, -87.65853202984314)",-87.65853202984314,6.0,,17-00309384,,Vacant/Abandoned Building,21.0,1168391.19309494,1851584.82691413,60620.0,AUBURN GRESHAM,,170317106001
S,UNION,7801.0,AVE,False,,FRONT,Open,Vacant,,True,Front,,,,,,,71.0,,2017-01-19,41.75245903397721,"(41.75245903397721, -87.64164653602171)",-87.64164653602171,6.0,,17-00337148,,Vacant/Abandoned Building,6.0,1172986.71356718,1853145.70597247,60620.0,AUBURN GRESHAM,,170317101001
S,LOOMIS,8214.0,BLVD,False,,FRONT,Open,Vacant,,False,Front,,,,,,,71.0,,2017-01-20,41.744708230235254,"(41.74470823023526, -87.65843839139106)",-87.65843839139107,6.0,,17-00352635,,Vacant/Abandoned Building,21.0,1168426.94207522,1850284.99600555,60620.0,AUBURN GRESHAM,,170317107004
S,LOOMIS,8214.0,BLVD,True,,FRONT,Open,Vacant,,False,Front,,,,,,,71.0,,2017-01-20,41.744708230235254,"(41.74470823023526, -87.65843839139106)",-87.65843839139107,6.0,,17-00352637,,Vacant/Abandoned Building,21.0,1168426.94207522,1850284.99600555,60620.0,AUBURN GRESHAM,,170317107004
S,LAFLIN,7950.0,ST,True,,FRONT DOOR,Open,Vacant,,False,Front,,,,,,,71.0,,2017-01-26,41.74934926952968,"(41.74934926952967, -87.66098740560095)",-87.66098740560095,6.0,,17-00475575,,Vacant/Abandoned Building,21.0,1167718.105225,1851970.701625,60620.0,AUBURN GRESHAM,,170317106002
S,HAMILTON,7601.0,AVE,True,,PIPES BUSTED INSIDE --- WATER POURING OUT THE REAR KITCHEN WINDOW,Open,Vacant,,False,Front,,,,,,,71.0,,2017-01-30,41.75561136621013,"(41.75561136621013, -87.67687263593854)",-87.67687263593855,6.0,,17-00547726,,Vacant/Abandoned Building,18.0,1163365.94998937,1854219.07997249,60620.0,AUBURN GRESHAM,,170317104006
S,THROOP,8626.0,ST,False,,REAR DOOR,Open,Vacant,,False,Front,,,,,,,71.0,,2017-01-31,41.737240837090866,"(41.737240837090866, -87.65580836180865)",-87.65580836180867,6.0,,17-00577558,,Vacant/Abandoned Building,21.0,1169166.09659469,1847569.59076791,60620.0,AUBURN GRESHAM,,170317111002
S,THROOP,8617.0,ST,False,,FRONT AND BACK DOOR,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-01,41.73740634557977,"(41.73740634557977, -87.65581285092449)",-87.65581285092449,6.0,,17-00600284,,Vacant/Abandoned Building,21.0,1169164.39659469,1847629.89076791,60620.0,AUBURN GRESHAM,,170317111002
S,UNION,8014.0,AVE,False,,FRONT,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-01,41.748598653050706,"(41.74859865305071, -87.64154213101979)",-87.6415421310198,6.0,,17-00598744,,Vacant/Abandoned Building,21.0,1173026.5124068002,1851739.24696737,60620.0,AUBURN GRESHAM,,170317109001
S,HERMITAGE,8152.0,AVE,False,,NONE,Open,Vacant,,False,Garage,,,,,,,71.0,,2017-02-02,41.74571050631652,"(41.74571050631652, -87.666964336683)",-87.66696433668301,6.0,,17-00607419,,Vacant/Abandoned Building,21.0,1166097.39498208,1850632.08249891,60620.0,AUBURN GRESHAM,,170317105002
W,77TH,1517.0,ST,,,,,,,,,,,,,,,71.0,,2017-02-02,41.75401322006336,"(41.754013220063364, -87.66219421930175)",-87.66219421930175,6.0,,17-00616615,,Vacant/Abandoned Building,17.0,1167375.53420737,1853667.63170793,60620.0,AUBURN GRESHAM,,170317103001
S,GILBERT,8449.0,CT,False,,,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-03,41.73969101634929,"(41.73969101634929, -87.64201082875977)",-87.64201082875977,6.0,,17-00624617,,Vacant/Abandoned Building,21.0,1172924.69001047,1848492.35998352,60620.0,AUBURN GRESHAM,,170317109002
S,ABERDEEN,7735.0,ST,False,,FRONT,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-05,41.75353130607151,"(41.75353130607151, -87.65139309312222)",-87.6513930931222,6.0,,17-00662822,,Vacant/Abandoned Building,17.0,1170324.11340795,1853515.20206963,60620.0,AUBURN GRESHAM,,170317102004
S,MARSHFIELD,7538.0,AVE,False,,VARIOUS,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-05,41.756773022331636,"(41.756773022331636, -87.66481498371596)",-87.66481498371596,6.0,,17-00657650,,Vacant/Abandoned Building,17.0,1166652.62002059,1854667.71161043,60620.0,AUBURN GRESHAM,,170317104001
W,75TH,2133.0,PL,False,,FRONT,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-06,41.75689516207032,"(41.75689516207032, -87.67696927472727)",-87.67696927472727,6.0,,17-00671377,,Vacant/Abandoned Building,18.0,1163336.01279729,1854686.68250975,60620.0,AUBURN GRESHAM,,170317104005
S,WINCHESTER,7832.0,AVE,,,,,,,,,,,,,,,71.0,,2017-02-07,41.751479666054614,"(41.75147966605462, -87.67195536361677)",-87.67195536361677,6.0,,17-00692928,,Vacant/Abandoned Building,17.0,1164719.21307383,1852723.80197349,60620.0,AUBURN GRESHAM,,170317104006
W,79TH,1413.0,ST,False,,,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-09,41.75041863272959,"(41.75041863272959, -87.6590975871911)",-87.65909758719108,6.0,,17-00722198,,Vacant/Abandoned Building,17.0,1168230.74346999,1852364.40309675,60620.0,AUBURN GRESHAM,,170317103001
S,GILBERT,8439.0,CT,False,,FRONT AND REAR,Open,Vacant,,True,Front,,,,,,,71.0,,2017-02-13,41.73988448874896,"(41.739884488748956, -87.6421930572845)",-87.6421930572845,6.0,,17-00812677,,Vacant/Abandoned Building,21.0,1172874.39001047,1848562.45998352,60620.0,AUBURN GRESHAM,,170317109002
S,PAULINA,7741.0,ST,True,,THE SIDE WINDOW IS WIDE OPEN..,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-13,41.75320835419039,"(41.75320835419039, -87.66593882962206)",-87.66593882962206,6.0,,17-00803392,,Vacant/Abandoned Building,17.0,1166356.05787356,1853366.39756927,60620.0,AUBURN GRESHAM,,170317104002
S,EMERALD,7823.0,AVE,False,,FRONT,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-15,41.751756218154675,"(41.75175621815467, -87.64285075216844)",-87.64285075216844,6.0,,17-00840095,,Vacant/Abandoned Building,6.0,1172660.1793,1852886.966775,60620.0,AUBURN GRESHAM,,170317101001
S,EMERALD,7842.0,AVE,False,,,Open,Vacant,,False,,,,,,,,71.0,,2017-02-15,41.7511672005953,"(41.7511672005953, -87.64283580919489)",-87.64283580919489,6.0,,17-00840647,,Vacant/Abandoned Building,17.0,1172665.9793,1852672.366775,60620.0,AUBURN GRESHAM,,170317101001
S,EMERALD,7840.0,AVE,False,,,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-15,41.75122923110021,"(41.75122923110021, -87.64283734324681)",-87.6428373432468,6.0,,17-00840703,,Vacant/Abandoned Building,17.0,1172665.3793,1852694.966775,60620.0,AUBURN GRESHAM,,170317101001
S,EMERALD,7844.0,AVE,False,,,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-15,41.751105170089716,"(41.751105170089716, -87.64283427514513)",-87.64283427514513,6.0,,17-00840430,,Vacant/Abandoned Building,17.0,1172666.5793,1852649.766775,60620.0,AUBURN GRESHAM,,170317101001
S,THROOP,8732.0,ST,False,,,Boarded,Vacant,,True,Front,,,,,,,71.0,,2017-02-16,41.735308763119676,"(41.73530876311967, -87.65575298025381)",-87.65575298025381,22.0,,17-00866595,,Vacant/Abandoned Building,21.0,1169186.75469882,1846865.68137567,60620.0,AUBURN GRESHAM,,170317114003
S,JUSTINE,8229.0,ST,False,,BASEMENT AND REAR DOOR,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-17,41.74437912606609,"(41.744379126066086, -87.66207310886693)",-87.66207310886693,6.0,,17-00887169,,Vacant/Abandoned Building,21.0,1167435.96807928,1850157.31493114,60620.0,AUBURN GRESHAM,,170317107004
S,NORMAL,8917.0,AVE,False,,,Boarded,Vacant,,False,Front,,,,,,,71.0,,2017-02-17,41.7322942142996,"(41.7322942142996, -87.63621603517939)",-87.63621603517939,22.0,,17-00888772,,Vacant/Abandoned Building,21.0,1174528.03727229,1845809.79618705,60620.0,AUBURN GRESHAM,,170317115001
S,THROOP,7949.0,ST,True,,BACK DOOR,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-21,41.74943976747966,"(41.74943976747966, -87.65613678333443)",-87.65613678333445,6.0,,17-00989857,,Vacant/Abandoned Building,21.0,1169041.47865,1852014.058625,60620.0,AUBURN GRESHAM,,170317107001
S,LOWE,7623.0,AVE,True,,REAR,Open,Vacant,,False,Rear,,,,,,,71.0,,2017-02-21,41.75571320054652,"(41.755713200546516, -87.6405098163647)",-87.64050981636471,6.0,,17-00981007,,Vacant/Abandoned Building,6.0,1173287.33658882,1854333.99138918,60620.0,AUBURN GRESHAM,,170317101001
S,LAFLIN,7840.0,ST,True,,REAR DOOR,Open,Vacant,,False,Rear,,,,,,,71.0,,2017-02-21,41.75146333270872,"(41.751463332708724, -87.66185145279454)",-87.66185145279455,6.0,,17-00982177,,Vacant/Abandoned Building,17.0,1167476.31292359,1852739.20558525,60620.0,AUBURN GRESHAM,,170317103001
S,ABERDEEN,7607.0,ST,,,,,,,,,,,,,,,71.0,,2017-02-21,41.75586488027997,"(41.75586488027998, -87.65145071356073)",-87.65145071356073,6.0,,17-00987354,,Vacant/Abandoned Building,17.0,1170301.65141944,1854365.41129405,60620.0,AUBURN GRESHAM,,170317102003
S,UNION,7953.0,AVE,False,,,Boarded,Vacant,,False,Rear,,,,,,,71.0,,2017-02-22,41.749703429392206,"(41.749703429392206, -87.64157424533634)",-87.64157424533634,6.0,,17-01004356,,Vacant/Abandoned Building,17.0,1173014.5124068002,1852141.74696737,60620.0,AUBURN GRESHAM,,170317109001
S,UNION,7955.0,AVE,False,,,Boarded,Vacant,,False,Rear,,,,,,,71.0,,2017-02-22,41.74966664925305,"(41.74966664925305, -87.64157317435449)",-87.64157317435448,6.0,,17-01004488,,Vacant/Abandoned Building,17.0,1173014.9124068,1852128.34696737,60620.0,AUBURN GRESHAM,,170317109001
S,PEORIA,7628.0,ST,,,,,,,,,,,,,,,71.0,,2017-02-23,41.75555173894425,"(41.75555173894425, -87.64659461904671)",-87.64659461904671,6.0,,17-01029510,,Vacant/Abandoned Building,17.0,1171627.55477262,1854261.8446221,60620.0,AUBURN GRESHAM,,170317102001
S,HERMITAGE,8218.0,AVE,True,,FRONT AND REAR,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-23,41.7445143658565,"(41.7445143658565, -87.66693493146337)",-87.66693493146337,6.0,,17-01031464,,Vacant/Abandoned Building,17.0,1166108.79498208,1850196.28249891,60620.0,AUBURN GRESHAM,,170317112001
S,DAMEN,8103.0,AVE,False,,ALL ENTRIES,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-24,41.74653302092874,"(41.74653302092874, -87.6730436768414)",-87.67304367684143,6.0,,17-01051609,,Vacant/Abandoned Building,17.0,1164436.07757107,1850919.00993433,60620.0,AUBURN GRESHAM,,170317105004
S,EMERALD,8224.0,AVE,True,,,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-25,41.74477606891287,"(41.74477606891287, -87.64265292055133)",-87.64265292055131,6.0,,17-01070077,,Vacant/Abandoned Building,21.0,1172734.57831557,1850343.89757916,60620.0,AUBURN GRESHAM,,170317109001
S,JUSTINE,8748.0,ST,False,,,Boarded,Vacant,,False,Front,,,,,,,71.0,,2017-02-25,41.734926408946905,"(41.734926408946905, -87.66182345285996)",-87.66182345285995,22.0,,17-01076995,,Vacant/Abandoned Building,21.0,1167530.97630026,1846713.36961417,60620.0,AUBURN GRESHAM,,170317114001
W,82ND,732.0,ST,False,,REAR,Open,Vacant,,True,Rear,,,,,,,71.0,,2017-02-25,41.74522430220899,"(41.74522430220899, -87.64266753782259)",-87.64266753782259,6.0,,17-01071456,,Vacant/Abandoned Building,21.0,1172729.27831557,1850507.19757916,60620.0,AUBURN GRESHAM,,170317109001
S,JUSTINE,7943.0,ST,True,,ALL ENTRIES OPEN,Open,Vacant,,False,Rear,,,,,,,71.0,,2017-02-26,41.74944076604568,"(41.74944076604568, -87.66220168175536)",-87.66220168175535,6.0,,17-01084192,,Vacant/Abandoned Building,21.0,1167386.494725,1852001.455225,60620.0,AUBURN GRESHAM,,170317106002
S,GILBERT,8424.0,CT,False,,,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-27,41.74017428629148,"(41.74017428629148, -87.64246658972093)",-87.64246658972094,6.0,,17-01101202,,Vacant/Abandoned Building,21.0,1172798.89001047,1848667.45998352,60620.0,AUBURN GRESHAM,,170317109002
S,BISHOP,7934.0,ST,False,,REAR  & BSMNT WINDOWS,Open,Vacant,,False,Front,,,,,,,71.0,,2017-02-27,41.7496218349675,"(41.7496218349675, -87.6597804981998)",-87.65978049819981,6.0,,17-01118660,,Vacant/Abandoned Building,21.0,1168046.6674,1852072.597775,60620.0,AUBURN GRESHAM,,170317106001
S,DAMEN,8105.0,AVE,True,,BACK DOOR,Open,Vacant,,False,Rear,,,,,,,71.0,,2017-02-28,41.74649651745285,"(41.746496517452854, -87.67304295153501)",-87.67304295153501,6.0,,17-01128215,,Vacant/Abandoned Building,17.0,1164436.37757107,1850905.70993433,60620.0,AUBURN GRESHAM,,170317105004
S,BISHOP,7900.0,ST,False,,SIDE WINDOWS,Open,Vacant,,False,Rear,,,,,,,71.0,,2017-02-28,41.75040880158986,"(41.75040880158987, -87.65980132245353)",-87.65980132245353,6.0,,17-01133246,,Vacant/Abandoned Building,17.0,1168038.74012779,1852359.31669334,60620.0,AUBURN GRESHAM,,170317106001
S,NORMAL,8913.0,AVE,False,,,Boarded,Vacant,,False,Rear,,,,,,,71.0,,2017-03-07,41.7323653029056,"(41.7323653029056, -87.63621783108337)",-87.63621783108337,22.0,,17-01273638,,Vacant/Abandoned Building,21.0,1174527.33727229,1845835.69618705,60620.0,AUBURN GRESHAM,,170317115001
S,HOYNE,7741.0,AVE,False,,REAR,Open,Vacant,,False,Front,,,,,,,71.0,,2017-03-07,41.75304448662222,"(41.753044486622215, -87.67564202390682)",-87.6756420239068,6.0,,17-01279904,,Vacant/Abandoned Building,18.0,1163708.87571466,1853286.29682087,60620.0,AUBURN GRESHAM,,170317104005
S,LAFLIN,7955.0,ST,False,,,Open,Vacant,,False,Rear,,,,,,,71.0,,2017-03-08,41.74926973194524,"(41.74926973194524, -87.66098536651955)",-87.66098536651954,6.0,,17-01286880,,Vacant/Abandoned Building,21.0,1167718.88812361,1851941.72321286,60620.0,AUBURN GRESHAM,,170317106002
S,GILBERT,8449.0,CT,,,,,,,,,,,,,,,71.0,,2017-03-10,41.73969101634929,"(41.73969101634929, -87.64201082875977)",-87.64201082875977,6.0,,17-01325338,,Vacant/Abandoned Building,21.0,1172924.69001047,1848492.35998352,60620.0,AUBURN GRESHAM,,170317109002
