ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET NUMBER,ADDRESS STREET SUFFIX,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",CURRENT ACTIVITY,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS BUILDING OPEN OR BOARDED?,IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS THE BUILDING VACANT DUE TO FIRE?,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,SSA,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,address,community_area,complete_date,create_date,lat,loc,long,police_district,sanitation_violation,srn,status,type_service,ward,x_coord,y_coord,zip,community,time_to_complete,FIPS
,,,,,,,,,,,,,,,,,3129 W AUGUSTA BLVD,23.0,2017-02-28,2017-02-27,41.899210235137204,"(41.8992102351372, -87.70507125059116)",-87.70507125059116,12.0,Dumpster not being emptied,17-01105828,Completed,Sanitation Code Violation,26.0,1155289.23391524,1906488.38428685,60622.0,HUMBOLDT PARK,1.0,170318366001
,,,,,,,,,,,,,,,,,626 N SPRINGFIELD AVE,23.0,2017-03-02,2017-02-27,41.892202066340715,"(41.89220206634072, -87.72354779222688)",-87.72354779222687,11.0,Other,17-01103638,Completed,Sanitation Code Violation,37.0,1150277.2750856,1903898.31698007,60624.0,HUMBOLDT PARK,3.0,170312315006
,,,,,,,,,,,,,,,,,1024 N SPAULDING AVE,23.0,2017-03-02,2017-02-28,41.89992764937829,"(41.8999276493783, -87.7093543096305)",-87.70935430963051,11.0,Garbage in yard,17-01134407,Completed,Sanitation Code Violation,26.0,1154121.2994783998,1906741.29999391,60651.0,HUMBOLDT PARK,2.0,170318366002
,,,,,,,,,,,,,,,,,3821 W HURON ST,23.0,2017-03-10,2017-03-01,41.89357189515665,"(41.89357189515665, -87.72196386744321)",-87.7219638674432,11.0,Dog feces in yard,17-01149845,Completed,Sanitation Code Violation,27.0,1150704.97788378,1904400.55046933,60624.0,HUMBOLDT PARK,9.0,170312315006
,,,,,,,,,,,,,,,,,635 N SPRINGFIELD AVE,23.0,2017-03-08,2017-03-02,41.89236894298249,"(41.89236894298249, -87.72355281601972)",-87.72355281601972,11.0,Dumpster not being emptied,17-01174143,Completed,Sanitation Code Violation,37.0,1150275.4750856,1903959.11698007,60624.0,HUMBOLDT PARK,6.0,170312315006
,,,,,,,,,,,,,,,,,1713 N HARDING AVE,23.0,2017-03-08,2017-03-03,41.91194390010089,"(41.91194390010089, -87.72517590412961)",-87.7251759041296,25.0,Garbage in yard,17-01193547,Completed,Sanitation Code Violation,26.0,1149782.98576945,1911089.09190289,60647.0,HUMBOLDT PARK,5.0,170312304002
,,,,,,,,,,,,,,,,,1652 N ALBANY AVE,23.0,2017-03-08,2017-03-04,41.911100659792716,"(41.91110065979272, -87.7045435930315)",-87.7045435930315,14.0,Garbage in alley,17-01206319,Completed,Sanitation Code Violation,26.0,1155401.12451279,1910822.30971564,60647.0,HUMBOLDT PARK,4.0,170312301001
,,,,,,,,,,,,,,,,,3051 W WABANSIA AVE,23.0,2017-03-08,2017-03-04,41.91197020521962,"(41.91197020521962, -87.7037545829415)",-87.7037545829415,14.0,Garbage in alley,17-01210927,Completed,Sanitation Code Violation,26.0,1155613.56132845,1911140.74799676,60647.0,HUMBOLDT PARK,4.0,170312301001
,,,,,,,,,,,,,,,,,4337 W AUGUSTA BLVD,23.0,2017-03-08,2017-03-04,41.898877836170655,"(41.89887783617066, -87.734499510106)",-87.73449951010599,11.0,Dog feces in yard,17-01211254,Completed,Sanitation Code Violation,37.0,1147278.4425688,1906309.96218215,60651.0,HUMBOLDT PARK,4.0,170318421002
,,,,,,,,,,,,,,,,,1427 N RIDGEWAY AVE,23.0,2017-03-08,2017-03-05,41.906825794186226,"(41.906825794186226, -87.72035047595624)",-87.72035047595621,25.0,Other,17-01225127,Completed,Sanitation Code Violation,26.0,1151109.74192404,1909233.40222048,60651.0,HUMBOLDT PARK,3.0,170312307001
,,,,,,,,,,,,,,,,,1730 N HUMBOLDT BLVD,23.0,2017-03-08,2017-03-06,41.912656301082464,"(41.91265630108245, -87.70194245891459)",-87.70194245891459,14.0,Construction Site Cleanliness/Fence,17-01255910,Completed,Sanitation Code Violation,26.0,1156104.96082585,1911394.38752205,60647.0,HUMBOLDT PARK,2.0,170312301001
,,,,,,,,,,,,,,,,,613 N HAMLIN AVE,23.0,2017-03-10,2017-03-06,41.891983702343246,"(41.89198370234324, -87.72109090559847)",-87.72109090559847,11.0,Garbage in alley,17-01247146,Completed,Sanitation Code Violation,27.0,1150946.78607769,1903823.50891292,60624.0,HUMBOLDT PARK,4.0,170312315006
,,,,,,,,,,,,,,,,,3129 W AUGUSTA BLVD,23.0,2017-03-08,2017-03-07,41.899210235137204,"(41.8992102351372, -87.70507125059116)",-87.70507125059116,12.0,Other,17-01269156,Completed,Sanitation Code Violation,26.0,1155289.23391524,1906488.38428685,60622.0,HUMBOLDT PARK,1.0,170318366001
,,,,,,,,,,,,,,,,,4059 W CRYSTAL ST,23.0,2017-03-08,2017-03-07,41.90355825801219,"(41.90355825801219, -87.72779493030374)",-87.72779493030373,25.0,Garbage in yard,17-01272130,Completed,Sanitation Code Violation,37.0,1149091.68772962,1908028.31868923,60651.0,HUMBOLDT PARK,1.0,170312306002
,,,,,,,,,,,,,,,,,1439 N LAWNDALE AVE,23.0,2017-03-08,2017-03-08,41.907057786980964,"(41.907057786980964, -87.71921961004402)",-87.71921961004402,25.0,Garbage in alley,17-01284931,Completed,Sanitation Code Violation,26.0,1151416.9704012,1909320.14227172,60651.0,HUMBOLDT PARK,0.0,170312307001
,,,,,,,,,,,,,,,,,1644 N TRIPP AVE,23.0,2017-03-09,2017-03-08,41.91061369883271,"(41.91061369883271, -87.73246207263068)",-87.73246207263071,25.0,Garbage in yard,17-01286779,Completed,Sanitation Code Violation,26.0,1147803.16787411,1910590.38829383,60639.0,HUMBOLDT PARK,1.0,170312305002
,,,,,,,,,,,,,,,,,926 N LAWNDALE AVE,23.0,2017-03-10,2017-03-08,41.897738196672975,"(41.897738196672975, -87.71882872105914)",-87.71882872105913,11.0,Garbage in yard,17-01288504,Completed,Sanitation Code Violation,27.0,1151547.7007937,1905924.8464314,60651.0,HUMBOLDT PARK,2.0,170312312002
,,,,,,,,,,,,,,,,,924 N LAWNDALE AVE,23.0,2017-03-10,2017-03-08,41.897701143471494,"(41.897701143471494, -87.71882760704366)",-87.71882760704365,11.0,Garbage in yard,17-01288601,Completed,Sanitation Code Violation,27.0,1151548.1007937,1905911.3464314,60651.0,HUMBOLDT PARK,2.0,170312312002
,,,,,,,,,,,,,,,,,801 N TRIPP AVE,23.0,2017-03-10,2017-03-08,41.89528812539504,"(41.895288125395034, -87.73221830765699)",-87.73221830765699,11.0,Garbage in yard,17-01289246,Completed,Sanitation Code Violation,37.0,1147908.65192239,1905006.21663096,60651.0,HUMBOLDT PARK,2.0,170318421003
,,,,,,,,,,,,,,,,,1000 N PULASKI RD,23.0,2017-03-10,2017-03-08,41.89902028389674,"(41.89902028389674, -87.72619332743419)",-87.7261933274342,11.0,Other,17-01294044,Completed,Sanitation Code Violation,37.0,1149539.38631354,1906377.76359139,60651.0,HUMBOLDT PARK,2.0,170318421006
,,,,,,,,,,,,,,,,,3821 W HURON ST,23.0,2017-03-10,2017-03-10,41.89357189515665,"(41.89357189515665, -87.72196386744321)",-87.7219638674432,11.0,Dog feces in yard,17-01325048,Completed,Sanitation Code Violation,27.0,1150704.97788378,1904400.55046933,60624.0,HUMBOLDT PARK,0.0,170312315006
,,,,,,,,,,,,,,,,,824 N LAWNDALE AVE,23.0,2017-03-13,2017-03-10,41.89587854562698,"(41.89587854562698, -87.71876898281745)",-87.71876898281748,11.0,Garbage in yard,17-01330602,Completed,Sanitation Code Violation,27.0,1151568.81861408,1905247.30690853,60651.0,HUMBOLDT PARK,3.0,170312312002
,,,,,,,,,,,,,,,,,3401 W PIERCE AVE,23.0,2017-03-13,2017-03-10,41.90913175093478,"(41.90913175093478, -87.71190774683613)",-87.71190774683613,14.0,Other,17-01333051,Completed,Sanitation Code Violation,26.0,1153401.85498077,1910090.22980391,60651.0,HUMBOLDT PARK,3.0,170312309003
,,,,,,,,,,,,,,,,,3332 W LE MOYNE ST,23.0,2017-03-15,2017-03-10,41.90824571873735,"(41.90824571873735, -87.71019728932419)",-87.71019728932419,14.0,Dog feces in yard,17-01329015,Completed,Sanitation Code Violation,26.0,1153869.78856593,1909770.73709328,60651.0,HUMBOLDT PARK,5.0,170312309001
,,,,,,,,,,,,,,,,,616 N CENTRAL PARK AVE,23.0,2017-03-13,2017-03-11,41.89208816581333,"(41.89208816581333, -87.71621578969294)",-87.71621578969294,11.0,Garbage in alley,17-01344083,Completed,Sanitation Code Violation,27.0,1152273.87800834,1903871.08429975,60624.0,HUMBOLDT PARK,2.0,170312315004
,,,,,,,,,,,,,,,,,1453 N HARDING AVE,23.0,2017-03-15,2017-03-13,41.90725168905745,"(41.90725168905745, -87.72522499844214)",-87.72522499844212,25.0,Dog feces in yard,17-01377261,Completed,Sanitation Code Violation,26.0,1149781.74499568,1909379.15397693,60651.0,HUMBOLDT PARK,2.0,170312307004
,,,,,,,,,,,,,,,,,1542 N LAWNDALE AVE,23.0,2017-03-15,2017-03-13,41.90892664489728,"(41.90892664489727, -87.7189882174645)",-87.7189882174645,25.0,Garbage in alley,17-01383551,Completed,Sanitation Code Violation,26.0,1151475.08019907,1910001.60561131,60651.0,HUMBOLDT PARK,2.0,170312307001
,,,,,,,,,,,,,,,,,525 N HOMAN AVE,23.0,2017-03-21,2017-03-16,41.89065591935038,"(41.89065591935038, -87.71129118843369)",-87.71129118843369,11.0,Garbage in alley,17-01430712,Completed,Sanitation Code Violation,27.0,1153618.49882288,1903358.85680745,60624.0,HUMBOLDT PARK,5.0,170318367001
,,,,,,,,,,,,,,,,,915 N MONTICELLO AVE,23.0,2017-03-21,2017-03-16,41.89754901187674,"(41.89754901187674, -87.71760288421737)",-87.71760288421737,11.0,Garbage in alley,17-01434498,Completed,Sanitation Code Violation,27.0,1151881.92869579,1905858.30032893,60651.0,HUMBOLDT PARK,5.0,170312312002
,,,,,,,,,,,,,,,,,3255 W EVERGREEN AVE,23.0,2017-03-22,2017-03-16,41.905555456462466,"(41.905555456462466, -87.70823537572414)",-87.70823537572414,14.0,Garbage in alley,17-01426070,Completed,Sanitation Code Violation,26.0,1154410.97457075,1908794.29052405,60651.0,HUMBOLDT PARK,6.0,170312309002
,,,,,,,,,,,,,,,,,1644 N TRIPP AVE,23.0,2017-03-22,2017-03-16,41.91061369883271,"(41.91061369883271, -87.73246207263068)",-87.73246207263071,25.0,Overflowing carts,17-01431365,Completed,Sanitation Code Violation,26.0,1147803.16787411,1910590.38829383,60639.0,HUMBOLDT PARK,6.0,170312305002
,,,,,,,,,,,,,,,,,4327 W CORTEZ ST,23.0,2017-03-20,2017-03-17,41.89979757932952,"(41.89979757932952, -87.7344238160931)",-87.7344238160931,11.0,Garbage in alley,17-01444785,Completed,Sanitation Code Violation,37.0,1147296.71012833,1906645.26007043,60651.0,HUMBOLDT PARK,3.0,170318421001
,,,,,,,,,,,,,,,,,525 N HOMAN AVE,23.0,2017-03-21,2017-03-17,41.89065591935038,"(41.89065591935038, -87.71129118843369)",-87.71129118843369,11.0,Garbage in alley,17-01449381,Completed - Dup,Sanitation Code Violation,27.0,1153618.49882288,1903358.85680745,60624.0,HUMBOLDT PARK,4.0,170318367001
,,,,,,,,,,,,,,,,,521 N ST LOUIS AVE,23.0,2017-03-21,2017-03-17,41.89056682689104,"(41.89056682689104, -87.71372984881005)",-87.71372984881005,11.0,Dumpster not being emptied,17-01449730,Completed,Sanitation Code Violation,27.0,1152954.73639948,1903321.58743344,60624.0,HUMBOLDT PARK,4.0,170312315002
,,,,,,,,,,,,,,,,,532 N TRUMBULL AVE,23.0,2017-03-21,2017-03-17,41.89075622340057,"(41.89075622340056, -87.71251487447931)",-87.71251487447931,11.0,Dumpster not being emptied,17-01454596,Completed,Sanitation Code Violation,27.0,1153285.04993118,1903392.99450873,60624.0,HUMBOLDT PARK,4.0,170312315002
,,,,,,,,,,,,,,,,,4044 W AUGUSTA BLVD,23.0,2017-03-21,2017-03-17,41.898996192616266,"(41.898996192616266, -87.72761181620989)",-87.72761181620989,11.0,Other,17-01459001,Completed,Sanitation Code Violation,37.0,1149153.27360818,1906366.2550182,60651.0,HUMBOLDT PARK,4.0,170318421006
,,,,,,,,,,,,,,,,,4353 W KAMERLING AVE,23.0,2017-03-21,2017-03-18,41.90524616841128,"(41.905246168411274, -87.73507382914437)",-87.73507382914438,25.0,Dog feces in yard,17-01474945,Completed,Sanitation Code Violation,37.0,1147105.90401351,1908629.49012873,60651.0,HUMBOLDT PARK,3.0,170312306005
,,,,,,,,,,,,,,,,,3053 W WALTON ST,23.0,2017-03-23,2017-03-19,41.89833409733129,"(41.898334097331286, -87.7033981012567)",-87.7033981012567,12.0,Garbage in yard,17-01509036,Completed,Sanitation Code Violation,26.0,1155747.08143008,1906172.45999866,60622.0,HUMBOLDT PARK,4.0,170318366001
,,,,,,,,,,,,,,,,,3152 W GRAND AVE,23.0,2017-03-23,2017-03-19,41.89795926249897,"(41.89795926249898, -87.70576305007171)",-87.7057630500717,12.0,Other,17-01510355,Completed,Sanitation Code Violation,26.0,1155104.23087458,1906031.15168682,60622.0,HUMBOLDT PARK,4.0,170318366001
,,,,,,,,,,,,,,,,,1011 N PULASKI RD,23.0,2017-03-21,2017-03-20,41.899223115781815,"(41.899223115781815, -87.72619948713057)",-87.72619948713057,11.0,Other,17-01522658,Completed,Sanitation Code Violation,37.0,1149537.18631354,1906451.66359139,60651.0,HUMBOLDT PARK,1.0,170318421006
,,,,,,,,,,,,,,,,,1527 N KOSTNER AVE,23.0,2017-03-22,2017-03-20,41.908209388654406,"(41.90820938865441, -87.7362747253745)",-87.73627472537451,25.0,Other,17-01523937,Completed,Sanitation Code Violation,26.0,1146771.48352415,1909707.01012919,60651.0,HUMBOLDT PARK,2.0,170312306006
,,,,,,,,,,,,,,,,,4114 W NORTH AVE,23.0,2017-03-23,2017-03-21,41.90984403175333,"(41.90984403175333, -87.72940313220543)",-87.72940313220543,25.0,Other,17-01549472,Completed,Sanitation Code Violation,26.0,1148637.76928954,1910315.76908028,60639.0,HUMBOLDT PARK,2.0,170312306003
,,,,,,,,,,,,,,,,,1410 N LAWNDALE AVE,23.0,2017-03-23,2017-03-21,41.90652937907119,"(41.90652937907119, -87.71914165065694)",-87.71914165065692,25.0,Garbage in alley,17-01561161,Completed,Sanitation Code Violation,26.0,1151439.5704012,1909127.74227172,60651.0,HUMBOLDT PARK,2.0,170312307001
,,,,,,,,,,,,,,,,,3719 W HIRSCH ST,23.0,2017-03-24,2017-03-24,41.90633883063622,"(41.90633883063622, -87.71986250480462)",-87.71986250480462,25.0,Overflowing carts,17-01620049,Completed,Sanitation Code Violation,26.0,1151243.84192404,1909056.90222048,60651.0,HUMBOLDT PARK,0.0,170312307002
,,,,,,,,,,,,,,,,,1523 N KOLIN AVE,23.0,2017-03-28,2017-03-24,41.90809987894923,"(41.90809987894923, -87.73506225294904)",-87.73506225294905,25.0,Other,17-01626220,Completed,Sanitation Code Violation,26.0,1147101.80248913,1909669.40439179,60651.0,HUMBOLDT PARK,4.0,170312306006
,,,,,,,,,,,,,,,,,3514 W LE MOYNE ST,23.0,2017-03-28,2017-03-24,41.908196436315954,"(41.908196436315954, -87.71464501676377)",-87.71464501676377,14.0,Construction Site Cleanliness/Fence,17-01634330,Completed,Sanitation Code Violation,26.0,1152659.22610651,1909744.01470123,60651.0,HUMBOLDT PARK,4.0,170312308001
,,,,,,,,,,,,,,,,,524 N KEDZIE AVE,23.0,2017-03-30,2017-03-24,41.89069242006447,"(41.89069242006447, -87.7064093207979)",-87.7064093207979,11.0,Garbage in yard,17-01625666,Completed,Sanitation Code Violation,27.0,1154947.63347562,1903381.8316104,60612.0,HUMBOLDT PARK,6.0,170318367001
,,,,,,,,,,,,,,,,,1701 N KEDVALE AVE,23.0,2017-03-29,2017-03-27,41.91167812982943,"(41.911678129829426, -87.73005125252716)",-87.73005125252716,25.0,Dog feces in yard,17-01709790,Completed,Sanitation Code Violation,26.0,1148456.6515809998,1910982.87358976,60639.0,HUMBOLDT PARK,2.0,170312305001
,,,,,,,,,,,,,,,,,629 N MONTICELLO AVE,23.0,2017-03-29,2017-03-28,41.89231383429853,"(41.892313834298534, -87.71744239012817)",-87.71744239012817,11.0,Garbage in yard,17-01726914,Completed,Sanitation Code Violation,27.0,1151939.31726807,1903950.91813123,60624.0,HUMBOLDT PARK,1.0,170312315004
,,,,,,,,,,,,,,,,,1219 N KARLOV AVE,23.0,2017-03-31,2017-03-28,41.903191329346754,"(41.90319132934676, -87.72877993472227)",-87.72877993472227,25.0,Garbage in yard,17-01726912,Completed,Sanitation Code Violation,37.0,1148824.48772962,1907892.71868923,60651.0,HUMBOLDT PARK,3.0,170312306002
,,,,,,,,,,,,,,,,,4053 W CRYSTAL ST,23.0,2017-03-31,2017-03-28,41.90356048806065,"(41.90356048806065, -87.72764540024984)",-87.72764540024984,25.0,Garbage in yard,17-01726919,Completed,Sanitation Code Violation,37.0,1149132.38772962,1908029.41868923,60651.0,HUMBOLDT PARK,3.0,170312306002
,,,,,,,,,,,,,,,,,1345 N LAWNDALE AVE,23.0,2017-03-31,2017-03-28,41.90536102086472,"(41.90536102086473, -87.71909602072314)",-87.71909602072313,25.0,Garbage in yard,17-01735342,Completed,Sanitation Code Violation,26.0,1151455.04002679,1908702.0813286,60651.0,HUMBOLDT PARK,3.0,170312307002
,,,,,,,,,,,,,,,,,4211 W CORTEZ ST,23.0,2017-03-31,2017-03-29,41.89984455499755,"(41.89984455499755, -87.73141528505747)",-87.73141528505747,11.0,Overflowing carts,17-01777380,Completed,Sanitation Code Violation,37.0,1148115.63372965,1906668.11012994,60651.0,HUMBOLDT PARK,2.0,170318421006
,,,,,,,,,,,,,,,,,614 N SPAULDING AVE,23.0,2017-03-30,2017-03-30,41.892128225406815,"(41.89212822540681, -87.70889244769954)",-87.70889244769954,11.0,Other,17-01798011,Completed,Sanitation Code Violation,27.0,1154267.72199656,1903900.10801423,60624.0,HUMBOLDT PARK,0.0,170318367001
,,,,,,,,,,,,,,,,,1521 N MONTICELLO AVE,23.0,2017-03-30,2017-03-30,41.908553651388004,"(41.908553651388, -87.71797479795214)",-87.71797479795214,25.0,Garbage in alley,17-01803105,Completed,Sanitation Code Violation,26.0,1151751.9098015,1909867.6640281,60651.0,HUMBOLDT PARK,0.0,170312307001
W,55TH,3128.0,ST,True,,,Boarded,Vacant,,False,Rear,,,,,,,63.0,,2017-01-07,41.793540004070614,"(41.79354000407062, -87.70221904293325)",-87.70221904293325,9.0,,17-00122758,,Vacant/Abandoned Building,14.0,1156348.70001556,1867988.22003232,60632.0,GAGE PARK,,170316304003
W,55TH,2506.0,ST,False,,,Open,Vacant,,False,Front,,,,,,,63.0,,2017-01-18,41.79382011080957,"(41.79382011080957, -87.6868142049548)",-87.6868142049548,9.0,,17-00318231,,Vacant/Abandoned Building,14.0,1160548.70123284,1868121.50432525,60632.0,GAGE PARK,,170318351001
S,OAKLEY,5618.0,AVE,False,,,Boarded,Vacant,,False,Front,,,,,,,63.0,,2017-01-24,41.79175921666047,"(41.79175921666047, -87.68123953073005)",-87.68123953073004,8.0,,17-00431875,,Vacant/Abandoned Building,15.0,1162074.55770375,1867382.00992657,60636.0,GAGE PARK,,170318351001
S,SACRAMENTO,5815.0,AVE,False,,,Open,Vacant,,False,Garage,,,,,,,63.0,,2017-02-06,41.78786927506042,"(41.78786927506042, -87.69851533974088)",-87.69851533974087,8.0,,17-00674661,,Vacant/Abandoned Building,16.0,1157373.92631339,1865929.28203281,60629.0,GAGE PARK,,170316308004
S,OAKLEY,5610.0,AVE,True,,FRONT BASEMENT IS BROKEN INTO,Open,Vacant,,False,Front,,,,,,,63.0,,2017-02-27,41.79198536211535,"(41.79198536211534, -87.68124237250503)",-87.68124237250505,8.0,,17-01102200,,Vacant/Abandoned Building,15.0,1162073.15770375,1867464.40992657,60636.0,GAGE PARK,,170318351001
S,TALMAN,5155.0,AVE,True,,FRONT/REAR,Open,Vacant,,False,Front,,,,,,,63.0,,2017-03-03,41.800036944578686,"(41.80003694457869, -87.69031139965911)",-87.69031139965912,9.0,,17-01188224,,Vacant/Abandoned Building,14.0,1159578.10429981,1870379.7255946,60632.0,GAGE PARK,,170316305004
S,KEDZIE,5318.0,AVE,False,,,Open,Vacant,,False,Front,,,,,,,63.0,,2017-03-08,41.7966361402487,"(41.7966361402487, -87.70364497981329)",-87.70364497981329,8.0,,17-01287263,,Vacant/Abandoned Building,14.0,1155951.59517199,1869113.57988158,60632.0,GAGE PARK,,170316303002
S,CALIFORNIA,5623.0,AVE,False,,,Open,Vacant,,False,Front,,,,,,,63.0,,2017-03-24,41.79144725393478,"(41.79144725393477, -87.69373565901108)",-87.69373565901108,8.0,,17-01634435,,Vacant/Abandoned Building,15.0,1158667.72022833,1867242.73312444,60629.0,GAGE PARK,,170316308002
,,,,,,,,,,,,,,,,,2503 W 54TH ST,63.0,2017-01-05,2017-01-02,41.795194689712,"(41.795194689712, -87.68664189658585)",-87.68664189658584,9.0,Other,17-00019186,Completed,Sanitation Code Violation,14.0,1160591.92009475,1868622.74518133,60632.0,GAGE PARK,3.0,170316305002
,,,,,,,,,,,,,,,,,5818 S TRUMBULL AVE,63.0,2017-01-10,2017-01-05,41.78763844183967,"(41.78763844183967, -87.70951574593464)",-87.70951574593464,8.0,Garbage in alley,17-00087914,Completed,Sanitation Code Violation,23.0,1154374.55522469,1865823.20961273,60629.0,GAGE PARK,5.0,170316309002
,,,,,,,,,,,,,,,,,5808 S ARTESIAN AVE,63.0,2017-01-11,2017-01-10,41.788221635715686,"(41.78822163571569, -87.68510387822755)",-87.68510387822754,8.0,Overflowing carts,17-00175979,Completed,Sanitation Code Violation,16.0,1161030.47279937,1866084.97036869,60629.0,GAGE PARK,1.0,170318351003
,,,,,,,,,,,,,,,,,2317 W 51ST ST,63.0,2017-01-17,2017-01-12,41.801136197641746,"(41.80113619764175, -87.68232956395646)",-87.68232956395646,9.0,Dog feces in yard,17-00212760,Completed,Sanitation Code Violation,15.0,1161751.43012116,1870796.6683676003,60609.0,GAGE PARK,5.0,170316301001
,,,,,,,,,,,,,,,,,2652 W 54TH ST,63.0,2017-01-19,2017-01-15,41.79557485609335,"(41.79557485609334, -87.69055834857062)",-87.69055834857063,9.0,Dog feces in yard,17-00267190,Completed,Sanitation Code Violation,14.0,1159522.92833389,1868753.2657204,60632.0,GAGE PARK,4.0,170316305003
,,,,,,,,,,,,,,,,,5143 S KEDZIE AVE,63.0,2017-01-20,2017-01-18,41.800026976208855,"(41.80002697620885, -87.70374321272556)",-87.70374321272557,9.0,Other,17-00312468,Completed,Sanitation Code Violation,14.0,1155915.75941657,1870348.98219362,60632.0,GAGE PARK,2.0,170316304004
,,,,,,,,,,,,,,,,,5419 S ST LOUIS AVE,63.0,2017-01-20,2017-01-19,41.794671290517584,"(41.794671290517584, -87.71093259122988)",-87.71093259122988,8.0,Construction Site Cleanliness/Fence,17-00328774,Completed,Sanitation Code Violation,14.0,1153969.60528551,1868383.12989581,60632.0,GAGE PARK,1.0,170316303002
,,,,,,,,,,,,,,,,,3525 W 57TH PL,63.0,2017-01-23,2017-01-20,41.788852750116355,"(41.788852750116355, -87.71130978505678)",-87.71130978505678,8.0,Construction Site Cleanliness/Fence,17-00359744,Completed,Sanitation Code Violation,23.0,1153882.08997831,1866262.15002409,60629.0,GAGE PARK,3.0,170316309002
,,,,,,,,,,,,,,,,,2313 W 51ST ST,63.0,2017-02-01,2017-01-20,41.80113711870863,"(41.80113711870863, -87.68220155611044)",-87.68220155611044,9.0,Other,17-00364154,Completed - Dup,Sanitation Code Violation,15.0,1161786.33012116,1870797.2683676,60609.0,GAGE PARK,12.0,170316301001
,,,,,,,,,,,,,,,,,2313 W 51ST ST,63.0,2017-02-01,2017-01-20,41.80113711870863,"(41.80113711870863, -87.68220155611044)",-87.68220155611044,9.0,Other,17-00363702,Completed,Sanitation Code Violation,15.0,1161786.33012116,1870797.2683676,60609.0,GAGE PARK,12.0,170316301001
,,,,,,,,,,,,,,,,,2910 W 59TH ST,63.0,2017-01-27,2017-01-24,41.78636022090768,"(41.786360220907675, -87.69642724552979)",-87.6964272455298,8.0,Other,17-00425096,Completed,Sanitation Code Violation,16.0,1157947.45547578,1865383.60501706,60629.0,GAGE PARK,3.0,170316308004
,,,,,,,,,,,,,,,,,2300 W 50TH ST,63.0,2017-02-01,2017-01-25,41.802982004569685,"(41.802982004569685, -87.6818311814811)",-87.6818311814811,9.0,Other,17-00452061,Completed,Sanitation Code Violation,15.0,1161882.22069041,1871470.29871145,60609.0,GAGE PARK,7.0,170316301001
,,,,,,,,,,,,,,,,,2910 W 59TH ST,63.0,2017-02-02,2017-01-27,41.78636022090768,"(41.786360220907675, -87.69642724552979)",-87.6964272455298,8.0,Other,17-00503063,Completed,Sanitation Code Violation,16.0,1157947.45547578,1865383.60501706,60629.0,GAGE PARK,6.0,170316308004
,,,,,,,,,,,,,,,,,3219 W 53RD ST,63.0,2017-01-31,2017-01-30,41.79715601662755,"(41.797156016627554, -87.70441082856807)",-87.70441082856806,8.0,Garbage in alley,17-00540664,Completed,Sanitation Code Violation,14.0,1155741.3788174998,1869301.49062084,60632.0,GAGE PARK,1.0,170316303001
,,,,,,,,,,,,,,,,,5446 S KEDZIE AVE,63.0,2017-02-06,2017-02-04,41.79421531155675,"(41.79421531155675, -87.70357802161939)",-87.70357802161939,8.0,Other,17-00650482,Completed,Sanitation Code Violation,14.0,1155976.31547201,1868231.57988471,60632.0,GAGE PARK,2.0,170316303002
,,,,,,,,,,,,,,,,,5753 S MAPLEWOOD AVE,63.0,2017-02-28,2017-02-05,41.789178381257074,"(41.789178381257074, -87.68757090602256)",-87.68757090602257,8.0,Garbage in alley,17-00650491,Completed,Sanitation Code Violation,16.0,1160355.06092995,1866428.53883402,60629.0,GAGE PARK,23.0,170318351002
,,,,,,,,,,,,,,,,,5243 S TROY ST,63.0,2017-02-10,2017-02-08,41.798258497341436,"(41.798258497341436, -87.70247172894386)",-87.70247172894386,9.0,Garbage in yard,17-00706639,Completed,Sanitation Code Violation,14.0,1156267.17672451,1869707.10177973,60632.0,GAGE PARK,2.0,170316304004
,,,,,,,,,,,,,,,,,5433 S SACRAMENTO AVE,63.0,2017-02-10,2017-02-08,41.79448798759828,"(41.79448798759828, -87.6987015855771)",-87.69870158557708,9.0,Other,17-00710244,Completed,Sanitation Code Violation,14.0,1157305.33060603,1868340.72003012,60632.0,GAGE PARK,2.0,170316304003
,,,,,,,,,,,,,,,,,5308 S CALIFORNIA AVE,63.0,2017-02-10,2017-02-09,41.79719126947115,"(41.79719126947115, -87.69389574825429)",-87.6938957482543,9.0,Other,17-00724894,Completed,Sanitation Code Violation,14.0,1158608.49511039,1869335.48917669,60632.0,GAGE PARK,1.0,170316304002
,,,,,,,,,,,,,,,,,5708 S CALIFORNIA AVE,63.0,2017-02-28,2017-02-09,41.789901192204795,"(41.7899011922048, -87.69369290450474)",-87.69369290450474,8.0,Other,17-00724982,Completed,Sanitation Code Violation,16.0,1158683.57091056,1866679.44567713,60629.0,GAGE PARK,19.0,170318351004
